Life expectancy ,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population,Schooling
,8.54,0,97,0,5.2,0,96,96,0.1,,,13.4
75.2,,0,99,0,47.5,0,99,99,0.1,,,13.1
75,9.97,0,99,0,46.7,0,99,99,0.1,,,13.1
74.8,9.73,0,99,0,45.9,0,99,99,0.1,,,13.1
74.7,9.99,0,98,0,45.2,0,98,98,0.1,,,13
74.6,10.43,0,99,0,44.5,0,99,99,0.1,,,12.9
74.2,10.87,0,97,0,43.8,0,97,97,0.1,,,12.8
74.3,11.09,0,95,0,43,0,95,95,0.1,,,12.7
74.1,12.09,0,96,0,42.2,0,96,96,0.1,,,12.6
73.9,12.68,0,99,0,41.3,0,99,99,0.1,,,12.8
73.5,13.45,0,85,0,4.4,0,85,85,0.1,,,12.4
73.1,12.32,0,95,0,39.6,0,95,95,0.2,,,12.2
72.6,11.93,0,91,0,39,0,91,91,0.2,,,12.3
72.2,12.55,0,84,0,38.4,0,91,9,0.2,,,12.4
72,11.85,0,14,0,37.9,0,9,74,0.1,,,12.5
71.8,12.03,0,,0,37.3,0,99,99,0.3,,,12.6
71.6,11.69,0,,0,36.8,0,7,7,0.4,,,12.8
73.2,,0,98,0,54.1,0,97,98,0.1,,,13.3
73.1,7.01,0,98,0,53.1,0,97,98,0.1,,,13.3
72.7,7.07,0,97,0,52.2,0,97,97,0.1,,,13.3
72.8,6.93,0,96,0,51.2,0,96,96,0.1,,,13.3
72.7,7.02,0,96,0,5.3,0,96,96,0.1,,,13.3
72.5,7,0,99,0,49.3,0,99,99,0.1,,,13.3
72.3,6.85,0,99,0,48.4,0,99,99,0.2,,,13.3
72.1,6.92,0,99,0,47.5,0,99,99,0.3,,,13.3
71.9,5.89,0,99,0,46.6,0,99,99,0.3,,,13.3
71.7,5.93,0,99,0,45.7,0,99,99,0.3,,,13.3
71.4,6.04,0,99,0,44.7,0,93,99,0.2,,,13.3
71.2,5.42,0,99,0,43.8,0,99,99,0.4,,,13.2
71,5.1,0,31,0,42.9,0,99,99,0.4,,,13
79,4.94,0,,0,42,0,99,99,0.4,,,12.9
79,4.73,0,,0,41,0,99,99,0.7,,,12.8
79,4.8,0,,0,4.1,0,99,98,0.7,,,12.7
74,,0,59,0,74.7,0,61,66,0.1,4149.363444,193759,12.9
73.8,0.01,660.2777923,56,0,74.3,0,58,63,0.1,4178.973369,19229,12.9
73.6,0.01,698.3522786,6,0,73.8,0,62,67,0.1,4219.65123,19757,12.9
73.2,0.01,492.0552263,64,1,73.4,0,62,64,0.1,4234.554443,189194,12.9
73,2.15,558.7206486,58,0,72.9,0,6,65,0.1,3942.9827,187665,12.9
72.6,3.01,434.7940679,57,8,72.5,0,57,62,0.1,3453.487434,18625,12.9
76,2.88,42.12368374,44,0,72,0,45,49,0.1,335.112838,184826,12.9
72.5,3.97,47.35260547,12,0,71.4,0,54,26,0.1,359.82223,183526,12.9
72.2,3.85,47.73638191,46,0,7.9,0,49,53,0.1,322.543121,182286,12.9
72,3.52,40.22855669,35,0,7.3,0,37,39,0.1,287.963899,18194,12.7
71.6,3.63,287.4671305,41,0,69.7,0,55,49,0.1,2571.262348,179929,12.6
71.4,3.62,310.6117683,54,0,68.9,0,26,55,0.1,2351.33814,178781,12.4
79,4.17,24.99717134,83,0,68.2,0,82,83,0.1,197.29417,177662,12.3
76,3.3,208.1688437,86,0,67.4,0,85,86,0.1,1631.41727,176582,12.1
75,3.43,199.4118322,89,0,66.5,0,83,85,0.1,1555.47451,175566,12
72,3,21.2543002,89,0,65.6,0,94,95,0.1,154.68923,17461,12.1
,0.01,0,69,0,,0,69,69,0.1,,,15.1
67.5,,0,96,0,3.9,0,96,96,0.2,1624.63963,195553,11.2
67.3,0.01,225.7307751,95,0,3.1,0,95,95,0.2,1821.878734,191266,11.1
67.1,0.01,200.6600988,97,0,29.3,0,97,97,0.2,1619.532678,18745,11
66.9,0.01,8.198047581,96,0,28.5,0,96,96,0.5,138.949959,182889,10.8
66.6,5.69,7.495401346,96,0,27.7,0,96,96,0.5,134.326189,1788,10.6
66.2,5.58,63.04032682,98,0,26.9,0,98,98,0.5,1129.754961,174776,10.6
65.8,4.13,11.13608747,98,0,26.2,0,99,98,0.9,199.57146,17813,10.1
65.4,4.36,62.8565863,99,0,25.4,0,99,99,0.9,1126.46212,166913,10.4
65.1,4.14,49.93698173,87,0,24.7,0,98,97,1.2,894.927988,16311,10.3
64.7,5.46,47.08931143,75,0,24,0,97,97,1.2,843.89447,159328,10.2
64.3,5.27,10.8139134,96,0,23.4,0,97,97,1.6,81.86157,15563,10
63.8,5.78,9.013493879,7,0,22.8,0,99,96,1.6,693.345683,151969,9.8
63.4,6.54,86.42744056,43,0,22.2,0,94,94,1.6,649.342153,148372,9.7
63.1,5.8,50.80181435,,0,21.7,0,92,92,1.4,555.8185378,144889,9.6
62.8,5.02,3.841228575,,0,21.1,0,9,92,1.5,51.216381,141622,9.4
62.6,5.07,0,,0,2.7,0,87,82,1.5,,13866,9.3
74.5,,0,98,219,68.2,8,97,98,0.1,2732.86172,,16.1
74.4,0.09,2017.643131,98,154,67.3,9,98,98,0.1,24575.434,,15.8
74.3,0.09,2047.113102,98,1164,66.4,9,98,98,0.1,24934.38614,,15.2
74.1,0.09,196.3808305,98,294,65.6,9,98,98,0.1,2533.9462,,14.5
73.9,0.09,173.5755595,98,362,64.7,9,98,98,0.1,2377.74739,,13.9
73.7,0.09,1197.946328,98,334,63.9,9,98,98,0.1,19259.58726,,13.3
73.4,0.09,117.9227998,98,82,63.1,10,98,98,0.1,1694.2931,,13
73.3,0.09,15.50666857,98,158,62.4,10,98,98,0.1,237.83234,,12.8
73.2,0.1,1307.89002,96,4648,61.6,10,96,96,0.1,16472.1665,,12.7
73.2,0.08,1395.454965,96,807,6.9,10,96,96,0.1,15334.66994,,12.5
73.1,0.05,1117.048134,97,373,6.2,10,96,96,0.1,13739.82945,,12.4
73.1,0.06,816.4795082,96,1880,59.4,11,96,96,0.1,11138.8746,,12.3
73,0.05,832.3688708,95,1208,58.5,11,95,95,0.1,9567.458285,,12.2
72.9,0.05,688.0972667,97,311,57.7,11,95,95,0.1,8655.311531,,12.1
72.8,0.05,710.4952397,95,155,56.9,12,97,97,0.1,8643.4944,,12
72.6,0.05,782.1799815,93,0,56.2,12,95,95,0.1,9126.954277,,11.8
66.7,,0,89,58,24.3,26,85,89,0.3,98.7256145,14976994,9.5
66.4,0.26,12.80528533,89,32,23.8,27,85,89,0.3,152.443873,14546111,9.1
66,0.26,11.8385319,92,17,23.2,28,89,92,0.3,148.912351,141232,8.7
65.6,0.28,10.20659464,91,46,22.7,29,83,91,0.4,136.4518,1373513,8.3
64.9,0.32,1.431051664,92,18,22.2,31,89,92,0.4,18.25321,13391,7.9
64.3,0.28,1.020071763,89,428,21.7,32,76,89,0.4,11.631377,12916229,7.7
63.5,0.3,1.177477677,86,999,21.2,33,83,86,0.5,12.566464,1255917,7.5
62.8,0.28,1.08833088,88,6,2.8,34,87,88,0.6,11.33678,1223957,7.1
62.1,0.32,8.309152927,94,11,2.3,36,93,94,0.7,95.3978522,11873557,6.8
61.3,0.34,10.43022617,89,3,19.9,38,89,89,0.7,89.838296,11556763,6.6
65,0.33,96.03725103,84,0,19.5,40,84,84,0.7,773.8698713,11251266,6.4
59.7,0.35,66.02236299,54,31,19.1,42,87,87,0.7,733.581811,1955944,6.2
59,0.33,62.21977893,,1519,18.7,44,73,73,0.7,642.7663113,16799,5.9
58.4,0.36,49.73511396,,18184,18.3,47,6,6,0.7,513.26227,1396861,5.7
57.9,0.34,6.064221202,,24789,17.9,49,49,52,0.6,481.287397,1134497,5.4
57.5,0.29,5.397368532,,5839,17.5,50,49,52,0.5,473.45338,988452,5.2
75.6,,0,94,383,6,1,95,95,0.1,5237.255334,795383,14.4
75.4,9.09,8.617208431,92,37,59.4,1,93,93,0.1,62.173221,713576,14.3
75.3,9.16,880.6403367,91,1,58.9,1,97,95,0.1,6353.826383,7164132,14.1
74.9,9.38,742.5109709,97,0,58.3,1,93,91,0.1,5659.3824,719977,14
74.6,9.56,915.3190791,94,370,57.7,1,94,94,0.1,6423.291783,723499,13.5
74.4,9.65,774.4396617,89,20,57,1,91,91,0.1,5411.87744,7291436,13.6
74.1,9.85,820.8109098,93,1,56.4,1,97,95,0.1,5821.35397,73287,13.6
74,9.54,96.33237912,93,2,55.8,1,95,95,0.1,671.773913,735222,13.5
73.8,9.3,772.8700353,99,201,55.1,1,93,94,0.1,5458.121718,7381579,13.5
73.6,8.58,541.8243468,93,2,54.5,1,97,92,0.1,4129.758741,7411569,13.4
73,9.6,503.1115947,65,2,53.9,1,98,98,0.1,3528.1318,744769,13.2
73,7.42,462.7076756,89,11,53.3,1,96,88,0.1,3331.228766,7463157,13.1
73,7.25,389.7515212,,15,52.8,1,89,89,0.1,2832.49652,748591,13
72.9,6.95,292.6142378,,63,52.2,1,95,95,0.1,2149.9944,7496522,13.2
73.1,7.53,222.5065705,,35,51.7,1,93,93,0.1,1634.87561,753433,13.1
72.6,7.38,11.85928108,,38,51.2,2,98,95,0.1,87.1365252,7516346,13
73.2,,0,98,0,37.4,0,97,97,0.1,1539.464,93419,14.1
73,0.01,151.1045552,99,0,36.2,0,99,99,0.1,1557.77892,91359,13.2
72.9,0.01,1521.672751,99,0,35.5,0,98,98,0.1,15687.34795,89949,13.5
72.7,0.01,177.2633961,99,0,34.8,0,98,98,0.1,12845.17363,8833,13.5
72.6,9.72,1121.475547,99,0,34.2,0,99,99,0.1,12189.9516,87441,13.3
72.4,6.51,16.49232317,99,0,33.5,0,99,99,0.1,184.68447,8977,13.2
72.3,4.94,75.2256582,99,0,32.4,0,99,99,0.1,976.9566,87298,13.2
72.2,6.33,701.8526364,99,0,31.8,0,99,99,0.1,11122.8627,86956,13.2
72.2,8.12,916.4741775,99,1,31.2,0,99,99,0.1,12154.82994,8533,13.1
72.2,8.12,102.373909,99,10,3.7,0,99,99,0.1,1214.39987,846,13.1
72.2,7.82,21.4653132,99,0,3.1,0,99,99,0.1,1192.5174,82858,12.1
72.1,7.91,12.94324581,99,0,29.2,0,99,99,0.1,1176.65871,82475,12.3
72.1,7.41,843.1186662,99,0,28.7,0,99,99,0.1,8524.961236,82781,12.1
72.1,11.15,562.3601848,99,0,28.1,0,99,99,0.1,8331.261997,83723,12.1
72,6.72,643.7035752,96,0,27.6,0,96,96,0.1,7663.1378,8122,12.2
71.8,8.24,601.7608115,98,0,27.1,0,98,98,0.1,7578.85153,81131,12.3
51,,0,86,607,24.4,30,86,86,0.5,587.538233,723725,9.5
48.1,0.01,1.443286353,83,1006,23.8,32,83,83,0.6,78.4394757,779162,9.5
54,0.01,1.321464076,92,15,23.3,33,92,92,0.8,71.8186998,692279,9.3
49.7,0.01,54.56033696,91,678,22.7,35,91,91,0.9,561.8984239,676613,9.1
48.9,3.78,54.6659175,89,1865,22.2,38,88,89,1.3,445.525,6611692,8.9
48.1,3.84,5.347717533,86,1089,21.7,40,84,86,1.6,45.128418,645872,8.7
47.1,3.97,49.8371267,84,31,21.2,42,81,84,1.7,394.5932439,63126,8.5
46.2,3.91,5.379606465,77,44,2.7,44,75,77,1.9,46.3759178,6165372,8.3
45.3,3.86,45.57108889,63,0,2.2,45,63,64,2.2,358.8274716,615417,8.2
44.3,3.8,38.00075788,,33,19.7,46,65,64,2.2,322.313468,5848692,8
43.3,3.83,42.08892911,,29,19.2,47,67,65,2.2,287.6891942,5658379,7.8
42.3,3.99,38.52454761,,7,18.8,47,69,65,2.1,263.145817,5439695,7.6
41.5,4.07,38.61473209,,586,18.4,47,66,73,1.9,263.7618312,5199549,7.4
48,4.06,36.59114895,,568,17.9,48,54,53,1.7,249.939542,4957216,7.2
41,4.21,33.34691455,,649,17.5,48,38,38,1.5,227.779471,4739147,7
39,3.97,20.39568283,,3575,17.2,48,46,44,1.2,139.3147734,4564297,6.7
83.1,1.79,0,96,0,33.2,0,96,96,0.1,53629.73746,,15.4
82.9,1.83,7971.646361,96,0,32.9,0,96,96,0.1,56336.7234,,15.4
82.7,1.83,714.3441019,97,138,32.7,0,97,97,0.1,5629.18914,,15.4
82.5,1.89,6041.858981,97,42,32.4,0,97,97,0.1,54431.16199,,15.4
82.2,1.8,638.0001097,96,148,32.1,0,96,96,0.1,53166.67581,,15.2
82,1.84,4540.543752,96,50,31.8,0,96,96,0.1,46569.67951,,14.5
81.7,1.73,462.9306986,96,16,31.5,0,97,97,0.1,38577.55822,,14.4
81.4,1.7,3404.13099,97,18,31.2,0,97,97,0.1,39721.4818,,14.2
81.1,1.6,3082.973535,96,15,3.9,0,97,97,0.1,39223.58187,,14.1
87,1.55,2639.376955,95,23,3.5,0,95,95,0.1,33579.85948,,13.9
82,1.49,2356.731479,96,33,3.2,0,96,96,0.1,29869.85398,,12.6
79.7,1.45,204.2481892,94,96,29.9,0,95,95,0.1,2745.27136,,12.7
79.3,1.43,2263.068326,95,33,29.6,0,96,96,0.1,23573.6284,,12.7
79,2.16,142.0989818,95,211,29.2,0,94,94,0.1,2216.83279,,12.6
78.7,2.08,1003.366877,95,408,28.9,0,95,96,0.1,21577.7823,,12.7
78.3,2.03,1855.828806,97,141,28.5,0,98,98,0.1,23792.677,,12.5
76.7,,0,96,1,59.1,0,96,96,0.1,,,15
76.4,10.6,0,97,0,58.4,0,97,97,0.1,,,15.1
76.1,9.89,0,98,0,57.8,0,98,98,0.1,,,15
75.8,10.12,0,99,0,57.2,0,99,99,0.1,,,15
75.6,10.24,0,99,0,56.5,0,99,99,0.1,,,15
75.1,10.13,0,99,0,55.9,0,99,99,0.1,,,15
75,10.63,0,99,0,55.3,0,99,99,0.1,,,14.9
74.7,11.37,0,99,0,54.8,0,99,99,0.1,,,14.8
74.4,10.58,0,99,0,54.2,0,99,99,0.1,,,14.5
74.3,10.28,0,99,0,53.7,0,99,99,0.1,,,14.3
74,10.81,0,99,0,53.1,0,99,99,0.1,,,14
74.1,10.03,0,99,2,52.6,0,99,99,0.1,,,13.8
73.8,9.85,0,99,1,52.1,0,98,99,0.1,,,13.6
73.7,10.78,0,99,0,51.6,0,98,99,0.1,,,13.3
73.3,10.73,0,99,0,51.1,1,99,99,0.1,,,13.3
73,11.06,0,98,0,5.7,1,98,99,0.1,,,13
88,,0,,18,6.1,0,95,95,0.1,2729.86383,263531,17.3
87,10.46,31.13492794,,52,59.5,0,95,95,0.1,242.67286,26198,17.6
85,9.53,259.7786785,,1,58.9,0,95,95,0.1,2315.31799,259953,16.8
82,10.95,3283.024864,,2,58.2,0,96,96,0.1,22486.47167,257159,16.8
79.8,10.61,3343.026219,,22,57.6,0,96,96,0.1,24985.24827,252843,17
79.5,10.32,3187.496219,,2,57,0,96,96,0.1,23437.4722,248583,16.9
79.1,10.52,3505.389434,,0,56.4,0,96,96,0.1,24633.79785,239669,16.9
78.9,10.94,392.9588536,,0,55.8,0,97,97,0.1,2751.8127,221316,16.9
78.3,11.02,3256.724028,,0,55.2,0,97,97,0.1,23841.31792,218122,16.8
78.1,12.26,2724.17807,,0,54.7,0,97,97,0.1,19726.1265,26868,16.7
77.5,11.14,2503.714258,,0,54.1,0,95,95,0.1,18169.1891,2474,16.3
77.2,10,235.3785281,,0,53.5,0,94,94,0.1,1726.9151,199712,16.6
76.5,11.58,203.3252124,,0,52.9,0,95,95,0.1,1488.47154,1995733,16.1
76.6,9.29,1617.473418,,0,52.3,0,93,93,0.1,11814.9994,199453,15.6
76.2,10.8,196.3026243,,0,51.8,0,93,92,0.1,1479.29634,19926,14.7
76,11.9,161.4473853,,0,51.2,0,93,91,0.1,1227.73677,1988925,14.6
69.2,,0,98,0,5.5,0,99,98,0.1,1922.41388,587482,9.6
68.8,0.01,3.718438799,88,0,49.7,0,94,88,0.1,29.652622,57554,9.6
68.8,0.01,24.73328608,94,0,48.9,0,99,94,0.1,188.5159,563513,9.5
68.7,0.01,247.9492284,99,0,48.1,0,99,99,0.1,1858.689868,551531,9.4
68.5,0.99,229.6687488,99,0,47.2,0,99,99,0.1,1642.837974,539614,9.4
68.3,1.1,29.5207994,9,0,46.4,0,94,9,0.1,1272.44825,52779,9.3
68.1,1.21,244.3976438,92,0,45.5,0,98,92,0.1,1158.282672,51679,9.3
68,1.09,19.74929219,89,0,44.7,0,94,89,0.1,125.79167,54477,9.2
67.6,0.85,28.90135229,9,0,43.8,0,93,9,0.1,146.931125,49294,9
67.6,0.99,240.4851202,99,0,43,0,99,99,0.1,948.6592511,481422,8.4
67.4,0.9,25.31155956,83,0,42.1,0,9,89,0.1,88.874858,469885,8.3
67.1,1.18,195.5259417,81,0,41.3,0,89,9,0.1,818.442619,458324,8.1
66.8,1.18,16.83170578,79,0,4.4,0,84,84,0.1,744.7657423,446769,8
66.5,1.08,156.2847968,75,0,39.6,0,78,78,0.1,784.9562874,435262,7.3
66.2,0.7,325.1114746,83,0,38.7,0,88,84,0.1,944.81684,423853,6.6
65.8,0.71,4.24926073,81,0,37.9,0,88,86,0.1,154.518572,41269,7.2
55,,0,42,7497,24.3,80,47,42,0.7,426.98537,,
54.3,0.01,0,42,10229,23.8,80,47,42,0.8,417.89143,,
54.2,0.01,0,42,3173,23.3,81,47,42,0.8,47.5432354,,
53.1,0.01,0,,9983,22.9,82,47,42,0.8,,,
53.1,0.01,0,,17298,22.4,82,49,41,0.8,,,
52.4,0.01,0,,115,22,83,49,45,0.8,,,
52.2,0.01,0,,13,21.5,84,41,42,0.8,,,
51.9,0.01,0,,1081,21.1,84,4,31,0.9,,,
51.5,0.01,0,,1149,2.7,84,4,4,0.9,,,
51.5,0.01,0,,7,2.2,83,26,26,0.9,,,
51.6,0.01,0,,0,19.8,82,35,35,0.9,,,
51.2,0.01,0,,12008,19.4,80,3,3,0.9,,,
51.1,0.01,0,,8257,19,78,4,4,0.9,,,
58,0.01,0,,9559,18.6,77,4,4,0.9,,,
57,0.01,0,,3571,18.2,75,33,33,0.8,,,
55,0.01,0,,3965,17.8,74,37,33,0.8,,,
62.9,,0,75,17,51.1,52,75,75,3.6,5769.77258,5511976.68,13
62,7.38,922.0507313,8,66,5.3,52,77,77,3.7,6479.625659,54146734.74,13
69,7.34,978.5905287,7,25,49.5,54,73,73,4.5,6876.953821,53311955.61,12.8
59.2,7.38,1089.954838,68,32,48.7,56,65,65,7.6,7548.163698,5256515.8,12.8
58.9,7.38,123.753335,76,92,47.9,58,69,69,8.5,849.954224,51729345.36,12.8
58,7.28,1038.885632,71,12499,47.2,62,72,72,11,7362.76139,5979432.36,12.8
56.5,7.6,782.5987144,74,5857,46.4,70,75,76,19,5888.6284,5255813.11,12.8
55.3,8.19,780.0336423,76,39,45.7,75,77,79,23.5,5786.59972,49557573.3,12.9
54.5,8.48,805.490079,83,31,45,79,79,82,26.4,6125.39984,48883844.99,12.9
54,8.5,732.1255305,83,81,44.3,82,79,82,28.1,5631.73485,4823384.48,12.9
53.8,8.69,709.3170967,79,615,43.6,84,75,79,29.5,5414.634326,476667.24,12.9
53.7,6.96,622.043809,76,830,42.9,83,73,74,29.7,4863.51688,4717.99,12.9
54,6.93,519.1563781,71,244,42.2,82,7,69,28.9,3775.68275,46418193.9,12.9
54.9,7.04,346.5316007,72,1043,41.6,79,7,7,26.6,2518.398261,45855482.88,12.9
56,7.38,365.2585722,72,1166,4.9,76,71,71,24,2681.781,45312937,13
57.3,7.3,45.96380839,73,1459,4.1,73,71,73,21.3,337.2253,44896856,13
57.3,,0,31,878,,39,41,31,3.4,758.725782,11882136,4.9
56.6,,46.0744686,,441,,39,44,39,3.5,1151.861715,1153971,4.9
56.4,,47.44453,,525,,40,5,45,3.6,1186.11325,1117749,4.9
56,,38.3382324,,1952,,40,64,59,3.8,958.45581,1818258,4.9
55.4,,0,,1256,,41,66,61,3.9,176.9713,1448857,4.9
55,,0,,0,,41,,,4,1562.239346,167192,0
54.3,,0,,0,,42,,,4.2,1264.78998,967667,0
53.6,,0,,0,,42,,,4.2,1678.711862,9263136,0
53.1,,0,,0,,43,,,4.2,,88568,0
52.5,,0,,0,,43,,,4.1,,8468152,0
51.9,,0,,0,,44,,,3.9,,818877,0
51.4,,0,,0,,45,,,3.8,,7787655,0
58,,0,,0,,46,,,3.5,,751642,0
52,,0,,0,,48,,,3.3,,7237276,0
49.6,,0,,0,,49,,,3,,6974442,0
48.9,,0,,0,,50,,,2.7,,67656,0
82.8,,0,97,115,66.6,1,97,97,0.1,25683.84565,46447697,17.7
82.6,0.01,42.98847625,96,154,66,1,97,97,0.1,296.47225,4648882,17.6
82.4,9.25,423.680459,95,131,65.4,2,96,96,0.1,2921.9342,466245,17.5
82,9.35,4255.781693,96,1204,64.8,2,97,97,0.1,28562.29324,4677355,17.2
82.1,9.62,4873.8188,97,3802,64.1,2,97,97,0.1,31834.21816,46742697,16.9
81.9,9.78,578.7417172,97,302,63.5,2,97,97,0.1,3736.228,46576897,16.4
81.6,9.99,5047.254058,96,41,62.9,2,96,96,0.1,32333.4661,46362946,16.3
81.3,10.24,5596.535203,97,297,62.3,2,97,97,0.1,35578.73619,4595416,16.1
89,11.05,510.9327012,96,267,61.7,2,96,96,0.1,3279.414,4522683,16
88,11.86,4460.390006,97,362,61.1,2,98,98,0.1,28482.6948,44397319,15.9
81,11.92,405.4475981,96,22,6.5,2,96,96,0.1,2651.71745,43653155,15.8
81,11.96,3715.370095,97,26,59.9,2,97,97,0.1,24918.64584,42921895,15.6
79.4,12.09,3205.019918,81,256,59.3,2,99,98,0.1,21495.7741,42187645,15.6
79.5,12.26,228.3543024,82,67,58.8,2,98,98,0.1,1719.53541,41431558,15.7
79.4,9.86,2044.169761,83,0,58.2,2,95,96,0.1,15323.6114,485412,15.7
79.1,11.12,1934.398154,77,152,57.6,2,95,95,0.1,14676.769,4567864,15.7
74.9,,0,99,1568,23.4,3,99,99,0.1,3844.89123,2966,14
74.7,2.37,42.7308283,99,1686,22.7,3,99,99,0.1,382.54994,2771,14
74.6,2.56,41.62053588,99,2107,21.9,3,99,99,0.1,361.289374,2585,13.8
74.5,2.8,20.76877311,99,51,21.2,4,99,99,0.1,335.521375,2425,13.7
74.5,3.03,20.83302367,99,60,2.5,4,99,99,0.1,322.992615,2271,13.6
74.5,2.31,191.7267589,99,79,19.8,4,99,99,0.1,2819.511161,2119,13.5
71.8,2.05,13.39092189,97,21,19.2,4,97,97,0.1,216.681584,19968,13.4
72.3,2.1,17.81424344,98,33,18.5,4,98,98,0.1,254.489192,19817,13.3
73.7,2.29,127.6377505,98,44,17.9,5,98,98,0.1,1644.816372,19668,13.2
73.8,1.96,120.2471713,98,0,17.2,5,98,98,0.1,1448.7611,1952,13.1
74.2,1.97,97.76637062,99,3,16.6,5,99,99,0.1,1259.87591,19373,12.9
69.1,1.56,15.35342268,62,35,16.1,10,97,97,0.1,174.6692,19228,12.8
73.9,1.69,72.4280894,32,65,15.6,5,98,99,0.1,989.4547732,1983,12.7
73.7,1.62,59.63595674,,139,15.1,5,98,98,0.1,873.1472436,18939,12.6
72.7,1.68,53.61278637,,309,14.6,6,98,98,0.1,837.699787,18797,12.5
71.5,1.45,60.4909815,,16527,14.1,6,99,99,0.1,875.412178,18655,12.4
64.1,,0,93,3585,,85,93,93,0.3,2513.884661,3864783,7.2
63.8,0.01,253.6086508,94,676,,86,94,94,0.3,2176.89829,37737913,7.2
63.5,0.01,227.8353208,93,2813,,88,93,93,0.3,1955.66799,36849918,7
63.2,0.01,220.522192,92,8523,,89,92,92,0.3,1892.894352,3599192,6.8
62.7,2.12,196.6892153,93,5616,,91,93,93,0.3,1666.857757,35167314,7
62.5,1.77,172.0097884,75,680,,92,9,9,0.3,1476.47887,34385963,7
62,1.99,17.0536929,72,68,,94,81,81,0.3,1226.884381,3365619,6.8
61.8,2.01,128.6362711,78,129,,95,85,86,0.3,1291.528826,32955496,6.3
61.4,2.01,86.13166944,78,327,,97,84,84,0.3,1115.6952,32282526,6.4
61,1.9,60.3368571,6,228,,99,77,78,0.2,893.8793645,316764,6.2
67,1.55,37.59039592,22,1374,,101,78,78,0.2,679.7539949,3911914,6.1
59.7,1.59,37.04479956,,9562,,102,74,74,0.2,565.569459,3186341,5.7
59.6,1.74,35.35264737,,4381,,104,69,69,0.2,477.738478,29435944,5.6
59.4,1.59,30.62287548,,4529,,106,6,6,0.2,412.1517561,28679565,5.6
58.9,1.81,28.88069657,,4362,,108,66,66,0.2,377.5254454,279455,5.6
58.6,1.76,30.86000992,,2875,,109,62,62,0.1,361.35843,2725535,5.5
71.6,,0,89,0,58.3,0,89,89,0.4,8818.982566,55328,12.7
71.4,6.32,1132.432517,85,0,57.7,0,85,85,0.4,9564.46383,547928,12.7
71.2,6.02,1122.972967,86,0,57,0,86,86,0.4,9484.56898,54254,12.7
71.3,5.73,1168.324095,84,0,56.3,0,84,84,0.9,9272.413453,53777,12.7
76,5.64,989.1263558,86,0,55.5,0,86,86,0.1,8318.97692,531589,12.5
73,5.26,99.08095375,86,0,54.8,0,96,96,0.5,833.31332,52613,12.3
70,5.13,885.0739766,87,0,54.1,0,85,87,0.6,7443.85178,52619,12.1
69.8,4.94,815.4355995,84,0,53.3,0,85,85,1.2,6858.163158,515148,11.9
69.5,4.72,685.0299083,84,0,52.6,0,84,84,0.8,5761.39536,5975,11.7
69.3,4.52,72.800168,84,0,51.8,0,84,84,0.6,527.92,5437,11.5
68.9,4.47,418.9206608,83,0,51.1,0,84,83,0.6,3595.8855,498946,11.3
68.3,4.55,4.23257668,,0,5.4,0,84,85,0.9,36.48773,49363,11.1
68,4.53,32.3662077,,0,49.7,0,74,75,1,263.1399,488332,10.9
67.9,4.41,250.7112373,,0,49,0,74,73,1.6,2232.513244,48344,11
67.7,4.23,191.2135044,,0,48.3,0,65,68,1.8,1598.77512,47774,11
67.4,4.29,268.1837972,,0,47.6,0,7,71,0.4,1888.61829,47239,11.1
58.9,,0,9,0,32.3,3,84,9,7.1,3136.92511,131911,11.4
58.4,0.01,574.3895102,98,0,31.8,3,98,98,7.3,3464.35169,129597,11.4
57.6,0.01,708.9556648,98,0,31.2,3,98,98,9.8,3598.75972,1271456,11.4
56.5,0.01,720.2333929,95,0,3.7,3,92,95,12.2,3851.51547,1248158,11.3
55,5.2,735.7090978,91,0,3.2,3,85,91,15.7,3934.27325,1225258,11.2
53.6,4.93,56.93670561,89,313,29.7,4,89,89,21.6,369.239336,122843,11
52.6,4.9,47.6164523,88,26,29.3,4,89,88,33.7,332.517125,118675,10.8
51.4,4.87,413.0063027,9,1,28.9,4,89,88,40.2,2842.438422,1158897,10.6
50,5.55,43.3664999,92,0,28.5,4,88,87,40.7,347.48798,1138434,10.5
47.8,5.53,437.0802438,93,0,28.2,4,88,87,43.7,2937.36723,112514,9.9
46,5.08,372.1651473,95,0,27.8,4,88,86,49.1,2873.862141,115873,9.7
45.6,5.78,37.43857664,93,0,27.4,4,88,86,50.3,2529.633557,19553,9.4
45.9,5.65,2.819124474,9,350,27.1,4,87,85,50.6,22.99449,187392,9.1
46.4,5.52,131.0421269,88,37,26.7,4,87,85,49.9,1324.996228,1893,9.2
47.1,6.72,143.6197316,86,49,26.3,4,87,84,48.8,1437.634951,172927,9.3
48.4,7.19,25.21683318,83,10,25.9,4,87,84,46.4,1637.4567,161468,9.4
82.4,,0,67,22,59.5,0,98,98,0.1,5585.25847,9799186,15.9
82.3,7.3,1142.212403,67,26,59,0,98,98,0.1,5918.19898,969611,15.8
81.9,7.3,1212.666327,67,51,58.5,0,98,98,0.1,6283.24522,96379,15.8
81.7,7.4,10947.02327,53,30,58.1,0,98,98,0.1,57134.777,9519374,15.8
81.7,7.4,11477.6671,42,26,57.7,0,98,98,0.1,59593.28711,9449213,16
